Name,Source ID,Uses,Status,Reason,Brief family,Saved brief,Component briefs,Progression URL,Reference URL
Crescent Moon Symbol,5b9c3b71-2b29-4560-8949-289b5ff5bd10,1,todo,,solo,"# Crescent Moon Symbol

Source UUID: 5b9c3b71-2b29-4560-8949-289b5ff5bd10
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/night_5b9c3b71-2b29-4560-8949-289b5ff5bd10.svg
Catalog path: other/night_5b9c3b71-2b29-4560-8949-289b5ff5bd10.svg

# Crescent Moon

- concept: Crescent Moon
- icon_id: crescent-moon-solo
- family: solo
- description: An upright crescent opens to the right, with a broad convex outer curve and a deep concave inner curve. The two curves meet in pointed upper and lower tips.
- tags: moon, crescent, lunar, night, sky, astronomy, celestial, phase

Source UUID: 5b9c3b71-2b29-4560-8949-289b5ff5bd10
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/night_5b9c3b71-2b29-4560-8949-289b5ff5bd10.svg
Preview: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917/png/35@320.png
Native preview (source, 48px): /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917/png/35@48.png

You can try modifying a copy of the SVG reference to fit the icon design rules, or generate a new icon that matches the icon name. Either approach must follow the requested family’s design rules and preserve the named subject’s identity.

Future authoring handoff: $icon-solo crescent-moon-solo. No generation or queueing is authorized by this review.",,http://localhost:8000/gallery/primitives.html?status=all&q=5b9c3b71-2b29-4560-8949-289b5ff5bd10,http://localhost:8000/gallery/combination-originals/5b9c3b71-2b29-4560-8949-289b5ff5bd10.svg
Crescent Moon Symbol,65e05ed7-b793-4969-b4cd-b8618a5b69d3,1,todo,,solo,"# Crescent Moon Symbol

Source UUID: 65e05ed7-b793-4969-b4cd-b8618a5b69d3
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/night_65e05ed7-b793-4969-b4cd-b8618a5b69d3.svg
Catalog path: other/night_65e05ed7-b793-4969-b4cd-b8618a5b69d3.svg

# Crescent Moon

- concept: Crescent Moon
- icon_id: crescent-moon-solo
- family: solo
- description: An upright crescent opens to the right, with a broad convex outer curve and a deep concave inner curve. Small gaps separate the inner and outer curves at the upper and lower tips in the reference.
- tags: moon, crescent, lunar, night, sky, astronomy, celestial, phase

Source UUID: 65e05ed7-b793-4969-b4cd-b8618a5b69d3
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/night_65e05ed7-b793-4969-b4cd-b8618a5b69d3.svg
Preview: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917/png/36@320.png
Native preview (source, 48px): /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917/png/36@48.png

You can try modifying a copy of the SVG reference to fit the icon design rules, or generate a new icon that matches the icon name. Either approach must follow the requested family’s design rules and preserve the named subject’s identity.

Future authoring handoff: $icon-solo crescent-moon-solo. No generation or queueing is authorized by this review.",,http://localhost:8000/gallery/primitives.html?status=all&q=65e05ed7-b793-4969-b4cd-b8618a5b69d3,http://localhost:8000/gallery/combination-originals/65e05ed7-b793-4969-b4cd-b8618a5b69d3.svg
Delivery Cargo Truck,7fa4b356-9d73-4875-94fd-29e892bef9d8,2,todo,,,,,http://localhost:8000/gallery/primitives.html?status=all&q=7fa4b356-9d73-4875-94fd-29e892bef9d8,http://localhost:8000/gallery/combination-originals/7fa4b356-9d73-4875-94fd-29e892bef9d8.svg
Desktop Computer Monitor,09fbfc2b-65a0-4684-b8ee-0ad753b3dbf9,1,skip,container,container,"Source UUID: 09fbfc2b-65a0-4684-b8ee-0ad753b3dbf9
Reference: pictographic-primitives/computers/batch-02/monitor_09fbfc2b-65a0-4684-b8ee-0ad753b3dbf9.svg

Container review batch-001: REUSE container/desktop-monitor-bottom-bezel. Do not generate a replacement container.
Visual comparison: Reuse the existing lower-bezel monitor; pedestal proportions are a stylistic variation, not a new enclosure concept.

Main component (container): Monitor frame
A rounded rectangular monitor on a flared pedestal. Retain its lower bezel divider. Keep the screen empty; exclude any arrow.

No separate sub icon is present in this empty enclosure.

Generate components separately only where generation is required. Never generate the original combined composition as one new container.","[{""role"": ""main_brief"", ""description"": ""A rounded rectangular monitor on a flared pedestal. Retain its lower bezel divider. Keep the screen empty; exclude any arrow."", ""family"": ""container"", ""name"": ""Monitor frame""}]",http://localhost:8000/gallery/primitives.html?status=all&q=09fbfc2b-65a0-4684-b8ee-0ad753b3dbf9,http://localhost:8000/gallery/combination-originals/09fbfc2b-65a0-4684-b8ee-0ad753b3dbf9.svg
Digital Facial Recognition Scan,e8d4be3d-150f-41a6-9d1a-bc26830066af,1,todo,,solo,"# Digital Facial Recognition Scan

Source UUID: e8d4be3d-150f-41a6-9d1a-bc26830066af
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/deepfake_e8d4be3d-150f-41a6-9d1a-bc26830066af.svg
Catalog path: other/deepfake_e8d4be3d-150f-41a6-9d1a-bc26830066af.svg

# Gridded Smiling Face

- concept: Gridded Smiling Face
- icon_id: gridded-smiling-face
- family: solo
- description: A rounded face outline narrows toward the lower chin and contains a curved smile. A horizontal line spans its upper half while a central vertical line descends from the top to just above the mouth.
- tags: face, smile, scan, recognition, digital, grid, head, identity

Source UUID: e8d4be3d-150f-41a6-9d1a-bc26830066af
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/deepfake_e8d4be3d-150f-41a6-9d1a-bc26830066af.svg
Preview: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-02/png/02@320.png
Native preview (source, 48px): /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-02/png/02@48.png

You can try modifying a copy of the SVG reference to fit the icon design rules, or generate a new icon that matches the icon name. Either approach must follow the requested family’s design rules and preserve the named subject’s identity.

Future authoring handoff: $icon-solo gridded-smiling-face. No generation or queueing is authorized by this review.


Open questions / generation holds:
- The cross-like lines may indicate a facial scanning grid or stylized facial construction; they do not establish a separate floating modifier. Retain the complete face until this interpretation is confirmed.",,http://localhost:8000/gallery/primitives.html?status=all&q=e8d4be3d-150f-41a6-9d1a-bc26830066af,http://localhost:8000/gallery/combination-originals/e8d4be3d-150f-41a6-9d1a-bc26830066af.svg
Digital Time Display 9:40,893943bc-8343-4560-8eb4-9293b26dcad3,1,todo,,,,,http://localhost:8000/gallery/primitives.html?status=all&q=893943bc-8343-4560-8eb4-9293b26dcad3,http://localhost:8000/gallery/combination-originals/893943bc-8343-4560-8eb4-9293b26dcad3.svg
Disabled Battery Symbol,49cd19ff-6293-48fa-8d62-d508a17a80ae,1,skip,combination,container,"# Disabled Battery Symbol

Source UUID: 49cd19ff-6293-48fa-8d62-d508a17a80ae
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/slash battery_49cd19ff-6293-48fa-8d62-d508a17a80ae.svg
Catalog path: other/slash battery_49cd19ff-6293-48fa-8d62-d508a17a80ae.svg

Generate each component separately. Do not remake this combined or excluded source as one standalone icon.

# Battery Outline

- concept: Battery Outline
- icon_id: battery-outline
- family: container
- description: A horizontal rounded battery body has a smaller rounded terminal projecting from its right edge. Generate the empty battery separately; exclude the diagonal strike.

Source UUID: 49cd19ff-6293-48fa-8d62-d508a17a80ae
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/slash battery_49cd19ff-6293-48fa-8d62-d508a17a80ae.svg
Preview: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-02/png/05@320.png
Native preview (source, 48px): /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-02/png/05@48.png

You can try modifying a copy of the SVG reference to fit the icon design rules, or generate a new icon that matches the icon name. Either approach must follow the requested family’s design rules and preserve the named subject’s identity.

This handoff applies only to the named component. Generate each component separately; do not remake the combined source. Keep the full original unchanged.

Future authoring handoff: $icon-container battery-outline. No generation or queueing is authorized by this review.

# Diagonal Disable Stroke

- concept: Diagonal Disable Stroke
- icon_id: diagonal-disable-stroke
- family: sub
- description: One straight diagonal stroke rises from lower-left to upper-right. Generate the stroke alone; exclude the battery and terminal.

Source UUID: 49cd19ff-6293-48fa-8d62-d508a17a80ae
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/slash battery_49cd19ff-6293-48fa-8d62-d508a17a80ae.svg
Preview: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-02/png/05@320.png
Native preview (source, 48px): /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-02/png/05@48.png

Sub icon position relative to main: center. Placement is evidence, not a recomposition instruction.

You can try modifying a copy of the SVG reference to fit the icon design rules, or generate a new icon that matches the icon name. Either approach must follow the requested family’s design rules and preserve the named subject’s identity.

This handoff applies only to the named component. Generate each component separately; do not remake the combined source. Keep the full original unchanged.

Future authoring handoff: $icon-sub diagonal-disable-stroke. No generation or queueing is authorized by this review.","[{""role"": ""main_brief"", ""description"": ""A horizontal rounded battery body has a smaller rounded terminal projecting from its right edge. Generate the empty battery separately; exclude the diagonal strike."", ""family"": ""container"", ""name"": ""Battery Outline""}, {""role"": ""sub_brief"", ""description"": ""One straight diagonal stroke rises from lower-left to upper-right. Generate the stroke alone; exclude the battery and terminal."", ""family"": ""sub"", ""name"": ""Diagonal Disable Stroke""}]",http://localhost:8000/gallery/primitives.html?status=all&q=49cd19ff-6293-48fa-8d62-d508a17a80ae,http://localhost:8000/gallery/combination-originals/49cd19ff-6293-48fa-8d62-d508a17a80ae.svg
Dollar Coin Symbol,563b0b14-308a-4b0a-a664-4ae3e56c8366,1,skip,container,container,"# Dollar Coin Symbol

Source UUID: 563b0b14-308a-4b0a-a664-4ae3e56c8366
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/circle dollar_563b0b14-308a-4b0a-a664-4ae3e56c8366.svg
Catalog path: other/circle dollar_563b0b14-308a-4b0a-a664-4ae3e56c8366.svg

Generate each component separately. Do not remake this combined or excluded source as one standalone icon.

# Circular Coin Frame

- concept: Circular Coin Frame
- icon_id: circular-coin-frame
- family: container
- description: A plain circular outline encloses an empty center. Generate the coin frame alone; exclude the currency character.

Source UUID: 563b0b14-308a-4b0a-a664-4ae3e56c8366
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/circle dollar_563b0b14-308a-4b0a-a664-4ae3e56c8366.svg
Preview: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-02/png/24@320.png
Native preview (source, 48px): /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-02/png/24@48.png

You can try modifying a copy of the SVG reference to fit the icon design rules, or generate a new icon that matches the icon name. Either approach must follow the requested family’s design rules and preserve the named subject’s identity.

This handoff applies only to the named component. Generate each component separately; do not remake the combined source. Keep the full original unchanged.

Future authoring handoff: $icon-container circular-coin-frame. No generation or queueing is authorized by this review.

# Dollar Character

- concept: Dollar Character
- icon_id: dollar-character
- family: sub
- description: Typeface reuse/layout for exact content “$”: a single upright dollar sign. Exclude the surrounding object and other symbols. Reuse existing glyph paths; do not generate replacement character primitives. Required glyphs are absent from the current typeface library: $. Hold this component until the glyph choice is resolved.

Source UUID: 563b0b14-308a-4b0a-a664-4ae3e56c8366
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/circle dollar_563b0b14-308a-4b0a-a664-4ae3e56c8366.svg
Preview: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-02/png/24@320.png
Native preview (source, 48px): /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-02/png/24@48.png

You can try modifying a copy of the SVG reference to fit the icon design rules, or generate a new icon that matches the icon name. Either approach must follow the requested family’s design rules and preserve the named subject’s identity.

This handoff applies only to the named component. Generate each component separately; do not remake the combined source. Keep the full original unchanged.

Future authoring handoff: $icon-sub dollar-character. No generation or queueing is authorized by this review.
Typeface reuse overrides drawing new character geometry.


Open questions / generation holds:
- No preferred $ glyph exists in the typeface library. Resolve an approved dollar glyph before generating this character component.","[{""role"": ""main_brief"", ""description"": ""A plain circular outline encloses an empty center. Generate the coin frame alone; exclude the currency character."", ""family"": ""container"", ""name"": ""Circular Coin Frame""}, {""role"": ""sub_brief"", ""description"": ""Typeface reuse/layout for exact content “$”: a single upright dollar sign. Exclude the surrounding object and other symbols. Reuse existing glyph paths; do not generate replacement character primitives. Required glyphs are absent from the current typeface library: $. Hold this component until the glyph choice is resolved."", ""family"": ""sub"", ""name"": ""Dollar Character""}]",http://localhost:8000/gallery/primitives.html?status=all&q=563b0b14-308a-4b0a-a664-4ae3e56c8366,http://localhost:8000/gallery/combination-originals/563b0b14-308a-4b0a-a664-4ae3e56c8366.svg
Dollar Sign Document,b37bb9fc-399c-4459-8327-fe334e14a831,1,skip,text_number,,,,http://localhost:8000/gallery/primitives.html?status=all&q=b37bb9fc-399c-4459-8327-fe334e14a831,http://localhost:8000/gallery/combination-originals/b37bb9fc-399c-4459-8327-fe334e14a831.svg
Dollar Sign Financial Bar Chart,5dbcbb68-16e1-4360-ae98-eef09cf0bf26,2,skip,text_number,,,,http://localhost:8000/gallery/primitives.html?status=all&q=5dbcbb68-16e1-4360-ae98-eef09cf0bf26,http://localhost:8000/gallery/combination-originals/5dbcbb68-16e1-4360-ae98-eef09cf0bf26.svg
Dollar Sign with Data Table,11a7c3b8-c2a0-4757-ac27-663841d3d0ec,1,skip,text_number,,,,http://localhost:8000/gallery/primitives.html?status=all&q=11a7c3b8-c2a0-4757-ac27-663841d3d0ec,http://localhost:8000/gallery/combination-originals/11a7c3b8-c2a0-4757-ac27-663841d3d0ec.svg
Double Opening Quotation Marks,a4bb6523-5409-472a-9edb-6375a39e127d,2,skip,text_number,,,,http://localhost:8000/gallery/primitives.html?status=all&q=a4bb6523-5409-472a-9edb-6375a39e127d,http://localhost:8000/gallery/combination-originals/a4bb6523-5409-472a-9edb-6375a39e127d.svg
Downward Trend Arrow,082bbc6d-66f5-4ed1-9c07-82e626a9bcbb,1,todo,,solo,"# Downward Trend Arrow

Source UUID: 082bbc6d-66f5-4ed1-9c07-82e626a9bcbb
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/downtrend arrow_082bbc6d-66f5-4ed1-9c07-82e626a9bcbb.svg
Catalog path: other/downtrend arrow_082bbc6d-66f5-4ed1-9c07-82e626a9bcbb.svg

# Downward Trend Arrow

- concept: Downward Trend Arrow
- icon_id: downward-trend-arrow
- family: solo
- description: An angular line travels from upper-left down to a trough, rebounds to a middle peak, then descends to the lower-right. A right-angle arrowhead terminates the final downward segment.
- tags: trend, down, decrease, decline, arrow, chart, graph, falling

Source UUID: 082bbc6d-66f5-4ed1-9c07-82e626a9bcbb
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/downtrend arrow_082bbc6d-66f5-4ed1-9c07-82e626a9bcbb.svg
Preview: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-02/png/31@320.png
Native preview (source, 48px): /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-02/png/31@48.png

You can try modifying a copy of the SVG reference to fit the icon design rules, or generate a new icon that matches the icon name. Either approach must follow the requested family’s design rules and preserve the named subject’s identity.

Future authoring handoff: $icon-solo downward-trend-arrow. No generation or queueing is authorized by this review.",,http://localhost:8000/gallery/primitives.html?status=all&q=082bbc6d-66f5-4ed1-9c07-82e626a9bcbb,http://localhost:8000/gallery/combination-originals/082bbc6d-66f5-4ed1-9c07-82e626a9bcbb.svg
Electric Plug with Lightning Bolt,1fed8230-55dc-4ab0-90b8-ea4b658f60cf,1,skip,container,,,"[{""role"": ""main_brief"", ""description"": ""A plug body with two upper prongs, rounded lower end and short cord below. Leave the body blank."", ""family"": ""container"", ""name"": ""Blank Electrical Plug""}, {""role"": ""sub_brief"", ""description"": ""A single angular lightning bolt."", ""family"": ""sub"", ""name"": ""Lightning Bolt""}]",http://localhost:8000/gallery/primitives.html?status=all&q=1fed8230-55dc-4ab0-90b8-ea4b658f60cf,http://localhost:8000/gallery/combination-originals/1fed8230-55dc-4ab0-90b8-ea4b658f60cf.svg
Element Of Mathematical Symbol,bb9677cc-3914-4404-9543-635f8db0dac8,6,skip,text_number,sub,"# Element Of Mathematical Symbol

Source UUID: bb9677cc-3914-4404-9543-635f8db0dac8
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/euro symbol with line_bb9677cc-3914-4404-9543-635f8db0dac8.svg
Catalog path: other/euro symbol with line_bb9677cc-3914-4404-9543-635f8db0dac8.svg

Generate each component separately. Do not remake this combined or excluded source as one standalone icon.

# Single-Bar Curved Character Draft

- concept: Single-Bar Curved Character Draft
- icon_id: single-bar-curved-character-draft
- family: sub
- description: A broad C-shaped open curve faces right, with one horizontal bar crossing its left side and extending inward. Preserve this visual draft for typeface reuse/layout; do not generate new character geometry until the character and approved glyph are identified.

Source UUID: bb9677cc-3914-4404-9543-635f8db0dac8
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/euro symbol with line_bb9677cc-3914-4404-9543-635f8db0dac8.svg
Preview: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-02/png/41@320.png
Native preview (source, 48px): /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-02/png/41@48.png

You can try modifying a copy of the SVG reference to fit the icon design rules, or generate a new icon that matches the icon name. Either approach must follow the requested family’s design rules and preserve the named subject’s identity.

This handoff applies only to the named component. Generate each component separately; do not remake the combined source. Keep the full original unchanged.

Future authoring handoff: $icon-sub single-bar-curved-character-draft. No generation or queueing is authorized by this review.


Open questions / generation holds:
- The title calls this an element-of symbol while the source filename suggests euro; the visible single crossbar does not establish a conventional ∈ or € glyph. Confirm the exact character. Neither has a preferred glyph in the current typeface library.",,http://localhost:8000/gallery/primitives.html?status=all&q=bb9677cc-3914-4404-9543-635f8db0dac8,http://localhost:8000/gallery/combination-originals/bb9677cc-3914-4404-9543-635f8db0dac8.svg
Elevator Doors with Directional Arrows,3b975376-341b-48a1-92cf-f4ed4b0af1eb,1,skip,container,container,"# Elevator Doors with Directional Arrows

Source UUID: 3b975376-341b-48a1-92cf-f4ed4b0af1eb
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/elevator_3b975376-341b-48a1-92cf-f4ed4b0af1eb.svg
Catalog path: other/elevator_3b975376-341b-48a1-92cf-f4ed4b0af1eb.svg

Generate each component separately. Do not remake this combined or excluded source as one standalone icon.

# Elevator Door Frame

- concept: Elevator Door Frame
- icon_id: elevator-door-frame
- family: container
- description: A tall doorway has rounded upper corners, a straight lower edge and a vertical center seam dividing two closed panels. Generate the empty paired doors alone; exclude both chevrons.

Source UUID: 3b975376-341b-48a1-92cf-f4ed4b0af1eb
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/elevator_3b975376-341b-48a1-92cf-f4ed4b0af1eb.svg
Preview: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-02/png/42@320.png
Native preview (source, 48px): /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-02/png/42@48.png

You can try modifying a copy of the SVG reference to fit the icon design rules, or generate a new icon that matches the icon name. Either approach must follow the requested family’s design rules and preserve the named subject’s identity.

This handoff applies only to the named component. Generate each component separately; do not remake the combined source. Keep the full original unchanged.

Future authoring handoff: $icon-container elevator-door-frame. No generation or queueing is authorized by this review.

# Up Chevron

- concept: Up Chevron
- icon_id: up-chevron
- family: sub
- description: Two diagonal strokes meet at an upper central point to form an open upward chevron. Generate it alone; exclude the doors and downward chevron.

Source UUID: 3b975376-341b-48a1-92cf-f4ed4b0af1eb
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/elevator_3b975376-341b-48a1-92cf-f4ed4b0af1eb.svg
Preview: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-02/png/42@320.png
Native preview (source, 48px): /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-02/png/42@48.png

You can try modifying a copy of the SVG reference to fit the icon design rules, or generate a new icon that matches the icon name. Either approach must follow the requested family’s design rules and preserve the named subject’s identity.

This handoff applies only to the named component. Generate each component separately; do not remake the combined source. Keep the full original unchanged.

Future authoring handoff: $icon-sub up-chevron. No generation or queueing is authorized by this review.

# Down Chevron

- concept: Down Chevron
- icon_id: down-chevron
- family: sub
- description: Two diagonal strokes meet at a lower central point to form an open downward chevron. Generate it alone; exclude the doors and upward chevron.

Source UUID: 3b975376-341b-48a1-92cf-f4ed4b0af1eb
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/elevator_3b975376-341b-48a1-92cf-f4ed4b0af1eb.svg
Preview: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-02/png/42@320.png
Native preview (source, 48px): /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-02/png/42@48.png

You can try modifying a copy of the SVG reference to fit the icon design rules, or generate a new icon that matches the icon name. Either approach must follow the requested family’s design rules and preserve the named subject’s identity.

This handoff applies only to the named component. Generate each component separately; do not remake the combined source. Keep the full original unchanged.

Future authoring handoff: $icon-sub down-chevron. No generation or queueing is authorized by this review.","[{""role"": ""main_brief"", ""description"": ""A tall doorway has rounded upper corners, a straight lower edge and a vertical center seam dividing two closed panels. Generate the empty paired doors alone; exclude both chevrons."", ""family"": ""container"", ""name"": ""Elevator Door Frame""}, {""role"": ""sub_brief"", ""description"": ""Two diagonal strokes meet at an upper central point to form an open upward chevron. Generate it alone; exclude the doors and downward chevron."", ""family"": ""sub"", ""name"": ""Up Chevron""}]",http://localhost:8000/gallery/primitives.html?status=all&q=3b975376-341b-48a1-92cf-f4ed4b0af1eb,http://localhost:8000/gallery/combination-originals/3b975376-341b-48a1-92cf-f4ed4b0af1eb.svg
Email At Symbol,05ce412b-7bf2-475f-b716-cff70d4117e0,1,skip,text_number,,,,http://localhost:8000/gallery/primitives.html?status=all&q=05ce412b-7bf2-475f-b716-cff70d4117e0,http://localhost:8000/gallery/combination-originals/05ce412b-7bf2-475f-b716-cff70d4117e0.svg
Emergency Medical First Aid Kit,41bb0b4b-dc69-42d5-bf22-17d0a68fea2b,1,todo,,solo,"# Emergency Medical First Aid Kit

Source UUID: 41bb0b4b-dc69-42d5-bf22-17d0a68fea2b
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/medical kit 1_41bb0b4b-dc69-42d5-bf22-17d0a68fea2b.svg
Catalog path: other/medical kit 1_41bb0b4b-dc69-42d5-bf22-17d0a68fea2b.svg

# Medical First Aid Kit

- concept: Medical First Aid Kit
- icon_id: medical-first-aid-kit
- family: solo
- description: A wide rounded rectangular medical case has a centered raised handle with rounded upper corners. A large upright medical cross is printed centrally on the case front.
- tags: medical, first-aid, kit, case, cross, handle, emergency, healthcare

Source UUID: 41bb0b4b-dc69-42d5-bf22-17d0a68fea2b
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/medical kit 1_41bb0b4b-dc69-42d5-bf22-17d0a68fea2b.svg
Preview: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-02/png/44@320.png
Native preview (source, 48px): /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-02/png/44@48.png

You can try modifying a copy of the SVG reference to fit the icon design rules, or generate a new icon that matches the icon name. Either approach must follow the requested family’s design rules and preserve the named subject’s identity.

Future authoring handoff: $icon-solo medical-first-aid-kit. No generation or queueing is authorized by this review.",,http://localhost:8000/gallery/primitives.html?status=all&q=41bb0b4b-dc69-42d5-bf22-17d0a68fea2b,http://localhost:8000/gallery/combination-originals/41bb0b4b-dc69-42d5-bf22-17d0a68fea2b.svg
Empty Battery Symbol,85092961-e906-49b8-a4e0-732ce5ffbef0,1,skip,container,container,"# Empty Battery Symbol

Source UUID: 85092961-e906-49b8-a4e0-732ce5ffbef0
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/battery 1_85092961-e906-49b8-a4e0-732ce5ffbef0.svg
Catalog path: other/battery 1_85092961-e906-49b8-a4e0-732ce5ffbef0.svg

Generate each component separately. Do not remake this combined or excluded source as one standalone icon.

# Empty Battery Frame

- concept: Empty Battery Frame
- icon_id: empty-battery-frame
- family: container
- description: A horizontal rounded rectangular battery body has a smaller rounded terminal attached to its right side. Generate this empty battery enclosure with no charge bars or status marks.

Source UUID: 85092961-e906-49b8-a4e0-732ce5ffbef0
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/battery 1_85092961-e906-49b8-a4e0-732ce5ffbef0.svg
Preview: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-02/png/47@320.png
Native preview (source, 48px): /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-02/png/47@48.png

You can try modifying a copy of the SVG reference to fit the icon design rules, or generate a new icon that matches the icon name. Either approach must follow the requested family’s design rules and preserve the named subject’s identity.

This handoff applies only to the named component. Generate each component separately; do not remake the combined source. Keep the full original unchanged.

Future authoring handoff: $icon-container empty-battery-frame. No generation or queueing is authorized by this review.","[{""role"": ""main_brief"", ""description"": ""A horizontal rounded rectangular battery body has a smaller rounded terminal attached to its right side. Generate this empty battery enclosure with no charge bars or status marks."", ""family"": ""container"", ""name"": ""Empty Battery Frame""}]",http://localhost:8000/gallery/primitives.html?status=all&q=85092961-e906-49b8-a4e0-732ce5ffbef0,http://localhost:8000/gallery/combination-originals/85092961-e906-49b8-a4e0-732ce5ffbef0.svg
